Year,County,Hospital,OSHPDID,Surgery,# of Cases,Location 1
2011,Alameda,Valleycare Medical Center,106014050,VSG,,"(37.69206, -121.88095)"
2011,Butte,Enloe Medical Center – Esplanade,106040962,BPD,,"(39.74224, -121.84922)"
2011,Butte,Enloe Medical Center – Esplanade,106040962,LAPBAND,,"(39.74224, -121.84922)"
2011,Butte,Enloe Medical Center – Esplanade,106040962,LAPRYBG,53,"(39.74224, -121.84922)"
2011,Butte,Enloe Medical Center – Esplanade,106040962,OPENRYGB,,"(39.74224, -121.84922)"
2011,Butte,Enloe Medical Center – Esplanade,106040962,VSG,87,"(39.74224, -121.84922)"
2011,Contra Costa,John Muir Medical Center – Concord Campus,106071018,BPD,,"(37.98615, -122.03874)"
2011,Contra Costa,John Muir Medical Center – Concord Campus,106071018,LAPBAND,4,"(37.98615, -122.03874)"
2011,Contra Costa,John Muir Medical Center – Concord Campus,106071018,LAPRYBG,80,"(37.98615, -122.03874)"
2011,Contra Costa,John Muir Medical Center – Concord Campus,106071018,OPENRYGB,1,"(37.98615, -122.03874)"
2011,Contra Costa,John Muir Medical Center – Concord Campus,106071018,VSG,62,"(37.98615, -122.03874)"
2011,Fresno,Clovis Community Medical Center,106100005,BPD,,"(36.83745, -119.66072)"
2011,Fresno,Clovis Community Medical Center,106100005,LAPBAND,16,"(36.83745, -119.66072)"
2011,Fresno,Clovis Community Medical Center,106100005,LAPRYBG,189,"(36.83745, -119.66072)"
2011,Fresno,Clovis Community Medical Center,106100005,OPENRYGB,98,"(36.83745, -119.66072)"
2011,Fresno,Clovis Community Medical Center,106100005,VSG,93,"(36.83745, -119.66072)"
2011,Fresno,Fresno Heart and Surgical Hospital,106105029,BPD,1,"(36.8611, -119.78931)"
2011,Fresno,Fresno Heart and Surgical Hospital,106105029,LAPBAND,34,"(36.8611, -119.78931)"
2011,Fresno,Fresno Heart and Surgical Hospital,106105029,LAPRYBG,651,"(36.8611, -119.78931)"
2011,Fresno,Fresno Heart and Surgical Hospital,106105029,OPENRYGB,1,"(36.8611, -119.78931)"
2011,Fresno,Fresno Heart and Surgical Hospital,106105029,VSG,46,"(36.8611, -119.78931)"
2011,Fresno,Kaiser Foundation Hospital – Fresno,106104062,BPD,,"(36.84246, -119.7832)"
2011,Fresno,Kaiser Foundation Hospital – Fresno,106104062,LAPBAND,2,"(36.84246, -119.7832)"
2011,Fresno,Kaiser Foundation Hospital – Fresno,106104062,LAPRYBG,44,"(36.84246, -119.7832)"
2011,Fresno,Kaiser Foundation Hospital – Fresno,106104062,OPENRYGB,9,"(36.84246, -119.7832)"
2011,Fresno,Kaiser Foundation Hospital – Fresno,106104062,VSG,130,"(36.84246, -119.7832)"
2011,Kern,Delano Regional Medical Center,106150706,BPD,33,"(35.76143, -119.23706)"
2011,Kern,Delano Regional Medical Center,106150706,LAPBAND,2,"(35.76143, -119.23706)"
2011,Kern,Delano Regional Medical Center,106150706,LAPRYBG,1,"(35.76143, -119.23706)"
2011,Kern,Delano Regional Medical Center,106150706,OPENRYGB,16,"(35.76143, -119.23706)"
2011,Kern,Delano Regional Medical Center,106150706,VSG,13,"(35.76143, -119.23706)"
2011,Kern,Kern Medical Center,106150736,BPD,,"(35.380833, -118.967222)"
2011,Kern,Kern Medical Center,106150736,LAPBAND,,"(35.380833, -118.967222)"
2011,Kern,Kern Medical Center,106150736,LAPRYBG,,"(35.380833, -118.967222)"
2011,Kern,Kern Medical Center,106150736,OPENRYGB,8,"(35.380833, -118.967222)"
2011,Kern,Kern Medical Center,106150736,VSG,,"(35.380833, -118.967222)"
2011,Kern,Kern Valley Healthcare District,106150737,BPD,,"(35.63486, -118.40509)"
2011,Kern,Kern Valley Healthcare District,106150737,LAPBAND,1,"(35.63486, -118.40509)"
2011,Kern,Kern Valley Healthcare District,106150737,LAPRYBG,,"(35.63486, -118.40509)"
2011,Kern,Kern Valley Healthcare District,106150737,OPENRYGB,,"(35.63486, -118.40509)"
2011,Kern,Kern Valley Healthcare District,106150737,VSG,,"(35.63486, -118.40509)"
2011,Kern,Mercy Hospital – Bakersfield,106150761,BPD,,"(35.37323, -119.02715)"
2011,Kern,Mercy Hospital – Bakersfield,106150761,LAPBAND,18,"(35.37323, -119.02715)"
2011,Kern,Mercy Hospital – Bakersfield,106150761,LAPRYBG,12,"(35.37323, -119.02715)"
2011,Kern,Mercy Hospital – Bakersfield,106150761,OPENRYGB,,"(35.37323, -119.02715)"
2011,Kern,Mercy Hospital – Bakersfield,106150761,VSG,56,"(35.37323, -119.02715)"
2011,Kern,San Joaquin Community Hospital,106150788,BPD,,"(35.383064, -119.018775)"
2011,Kern,San Joaquin Community Hospital,106150788,LAPBAND,24,"(35.383064, -119.018775)"
2011,Kern,San Joaquin Community Hospital,106150788,LAPRYBG,58,"(35.383064, -119.018775)"
2011,Kern,San Joaquin Community Hospital,106150788,OPENRYGB,9,"(35.383064, -119.018775)"
2011,Kern,San Joaquin Community Hospital,106150788,VSG,229,"(35.383064, -119.018775)"
2011,Los Angeles,Bellflower Medical Center,106190066,BPD,,"(33.87466, -118.13052)"
2011,Los Angeles,Bellflower Medical Center,106190066,LAPBAND,,"(33.87466, -118.13052)"
2011,Los Angeles,Bellflower Medical Center,106190066,LAPRYBG,2,"(33.87466, -118.13052)"
2011,Los Angeles,Bellflower Medical Center,106190066,OPENRYGB,,"(33.87466, -118.13052)"
2011,Los Angeles,Bellflower Medical Center,106190066,VSG,4,"(33.87466, -118.13052)"
2011,Los Angeles,Cedars Sinai Medical Center,106190555,BPD,,"(34.07681, -118.38061)"
2011,Los Angeles,Cedars Sinai Medical Center,106190555,LAPBAND,103,"(34.07681, -118.38061)"
2011,Los Angeles,Cedars Sinai Medical Center,106190555,LAPRYBG,225,"(34.07681, -118.38061)"
2011,Los Angeles,Cedars Sinai Medical Center,106190555,OPENRYGB,3,"(34.07681, -118.38061)"
2011,Los Angeles,Cedars Sinai Medical Center,106190555,VSG,134,"(34.07681, -118.38061)"
2011,Los Angeles,Olympia Medical Center,106190534,LAPBAND,1,"(34.05754, -118.36008)"
2011,Los Angeles,Coast Plaza Hospital,106190766,BPD,,"(33.91264, -118.09906)"
2011,Los Angeles,Coast Plaza Hospital,106190766,LAPBAND,,"(33.91264, -118.09906)"
2011,Los Angeles,Coast Plaza Hospital,106190766,LAPRYBG,4,"(33.91264, -118.09906)"
2011,Los Angeles,Coast Plaza Hospital,106190766,OPENRYGB,4,"(33.91264, -118.09906)"
2011,Los Angeles,Coast Plaza Hospital,106190766,VSG,1,"(33.91264, -118.09906)"
2011,Los Angeles,Community Hospital Long Beach,106190475,BPD,,"(33.78871, -118.14578)"
2011,Los Angeles,Community Hospital Long Beach,106190475,LAPBAND,,"(33.78871, -118.14578)"
2011,Los Angeles,Community Hospital Long Beach,106190475,LAPRYBG,2,"(33.78871, -118.14578)"
2011,Los Angeles,Community Hospital Long Beach,106190475,OPENRYGB,,"(33.78871, -118.14578)"
2011,Los Angeles,Community Hospital Long Beach,106190475,VSG,,"(33.78871, -118.14578)"
2011,Los Angeles,Gardens Regional Hospital and Medical Center,106190159,BPD,,"(33.83352, -118.08169)"
2011,Los Angeles,Gardens Regional Hospital and Medical Center,106190159,LAPBAND,41,"(33.83352, -118.08169)"
2011,Los Angeles,Gardens Regional Hospital and Medical Center,106190159,LAPRYBG,134,"(33.83352, -118.08169)"
2011,Los Angeles,Gardens Regional Hospital and Medical Center,106190159,OPENRYGB,11,"(33.83352, -118.08169)"
2011,Los Angeles,Gardens Regional Hospital and Medical Center,106190159,VSG,66,"(33.83352, -118.08169)"
2011,Los Angeles,Glendale Adventist Medical Center,106190323,BPD,,"(34.14951, -118.23109)"
2011,Los Angeles,Glendale Adventist Medical Center,106190323,LAPBAND,1,"(34.14951, -118.23109)"
2011,Los Angeles,Glendale Adventist Medical Center,106190323,LAPRYBG,2,"(34.14951, -118.23109)"
2011,Los Angeles,Glendale Adventist Medical Center,106190323,OPENRYGB,1,"(34.14951, -118.23109)"
2011,Los Angeles,Glendale Adventist Medical Center,106190323,VSG,,"(34.14951, -118.23109)"
2011,Los Angeles,Huntington Memorial Hospital,106190400,BPD,,"(34.13565, -118.1518)"
2011,Los Angeles,Huntington Memorial Hospital,106190400,LAPBAND,5,"(34.13565, -118.1518)"
2011,Los Angeles,Huntington Memorial Hospital,106190400,LAPRYBG,127,"(34.13565, -118.1518)"
2011,Los Angeles,Huntington Memorial Hospital,106190400,OPENRYGB,2,"(34.13565, -118.1518)"
2011,Los Angeles,Huntington Memorial Hospital,106190400,VSG,46,"(34.13565, -118.1518)"
2011,Los Angeles,Kaiser Foundation Hospital – South Bay,106190431,BPD,1,"(33.789, -118.29415)"
2011,Los Angeles,Kaiser Foundation Hospital – South Bay,106190431,LAPBAND,12,"(33.789, -118.29415)"
2011,Los Angeles,Kaiser Foundation Hospital – South Bay,106190431,LAPRYBG,212,"(33.789, -118.29415)"
2011,Los Angeles,Kaiser Foundation Hospital – South Bay,106190431,OPENRYGB,13,"(33.789, -118.29415)"
2011,Los Angeles,Kaiser Foundation Hospital – South Bay,106190431,VSG,615,"(33.789, -118.29415)"
2011,Los Angeles,Kaiser Foundation Hospital – West Los Angeles,106190434,BPD,,"(34.03793, -118.37568)"
2011,Los Angeles,Kaiser Foundation Hospital – West Los Angeles,106190434,LAPBAND,,"(34.03793, -118.37568)"
2011,Los Angeles,Kaiser Foundation Hospital – West Los Angeles,106190434,LAPRYBG,174,"(34.03793, -118.37568)"
2011,Orange,Chapman Medical Center,106301140,LAPRYBG,68,"(33.78785, -117.82586)"
2011,Los Angeles,Kaiser Foundation Hospital – West Los Angeles,106190434,OPENRYGB,17,"(34.03793, -118.37568)"
2011,Los Angeles,Kaiser Foundation Hospital – West Los Angeles,106190434,VSG,673,"(34.03793, -118.37568)"
2011,Los Angeles,Keck Hospital of University of Southern California,106194219,BPD,,"(34.06284, -118.20287)"
2011,Los Angeles,Keck Hospital of University of Southern California,106194219,LAPBAND,4,"(34.06284, -118.20287)"
2011,Los Angeles,Keck Hospital of University of Southern California,106194219,LAPRYBG,168,"(34.06284, -118.20287)"
2011,Los Angeles,Keck Hospital of University of Southern California,106194219,OPENRYGB,3,"(34.06284, -118.20287)"
2011,Los Angeles,Keck Hospital of University of Southern California,106194219,VSG,4,"(34.06284, -118.20287)"
2011,Los Angeles,Lakewood Regional Medical Center,106190240,BPD,,"(33.86016, -118.14837)"
2011,Los Angeles,Lakewood Regional Medical Center,106190240,LAPBAND,1,"(33.86016, -118.14837)"
2011,Los Angeles,Lakewood Regional Medical Center,106190240,LAPRYBG,,"(33.86016, -118.14837)"
2011,Los Angeles,Lakewood Regional Medical Center,106190240,OPENRYGB,,"(33.86016, -118.14837)"
2011,Los Angeles,Lakewood Regional Medical Center,106190240,VSG,,"(33.86016, -118.14837)"
2011,Los Angeles,Los Angeles County/Harbor – UCLA Medical Center,106191227,BPD,,"(33.83149, -118.29332)"
2011,Los Angeles,Los Angeles County/Harbor – UCLA Medical Center,106191227,LAPBAND,1,"(33.83149, -118.29332)"
2011,Los Angeles,Los Angeles County/Harbor – UCLA Medical Center,106191227,LAPRYBG,3,"(33.83149, -118.29332)"
2011,Los Angeles,Los Angeles County/Harbor – UCLA Medical Center,106191227,OPENRYGB,,"(33.83149, -118.29332)"
2011,Los Angeles,Los Angeles County/Harbor – UCLA Medical Center,106191227,VSG,,"(33.83149, -118.29332)"
2011,Los Angeles,Marina Del Rey Hospital,106190500,BPD,,"(33.98125, -118.43971)"
2011,Los Angeles,Marina Del Rey Hospital,106190500,LAPBAND,215,"(33.98125, -118.43971)"
2011,Los Angeles,Marina Del Rey Hospital,106190500,LAPRYBG,24,"(33.98125, -118.43971)"
2011,Los Angeles,Marina Del Rey Hospital,106190500,OPENRYGB,1,"(33.98125, -118.43971)"
2011,Los Angeles,Marina Del Rey Hospital,106190500,VSG,25,"(33.98125, -118.43971)"
2011,Los Angeles,Methodist Hospital of Southern California,106190529,BPD,,"(34.13603, -118.03879)"
2011,Los Angeles,Methodist Hospital of Southern California,106190529,LAPBAND,1,"(34.13603, -118.03879)"
2011,Los Angeles,Methodist Hospital of Southern California,106190529,LAPRYBG,107,"(34.13603, -118.03879)"
2011,Los Angeles,Methodist Hospital of Southern California,106190529,OPENRYGB,6,"(34.13603, -118.03879)"
2011,Los Angeles,Methodist Hospital of Southern California,106190529,VSG,3,"(34.13603, -118.03879)"
2011,Los Angeles,Northridge Hospital Medical Center,106190568,BPD,,"(34.22075, -118.53186)"
2011,Los Angeles,Northridge Hospital Medical Center,106190568,LAPBAND,1,"(34.22075, -118.53186)"
2011,Los Angeles,Northridge Hospital Medical Center,106190568,LAPRYBG,20,"(34.22075, -118.53186)"
2011,Los Angeles,Northridge Hospital Medical Center,106190568,OPENRYGB,4,"(34.22075, -118.53186)"
2011,Los Angeles,Northridge Hospital Medical Center,106190568,VSG,49,"(34.22075, -118.53186)"
2011,Los Angeles,Olympia Medical Center,106190534,BPD,,"(34.05754, -118.36008)"
2011,Los Angeles,Olympia Medical Center,106190534,LAPRYBG,,"(34.05754, -118.36008)"
2011,Los Angeles,Olympia Medical Center,106190534,OPENRYGB,,"(34.05754, -118.36008)"
2011,Los Angeles,Olympia Medical Center,106190534,VSG,1,"(34.05754, -118.36008)"
2011,Los Angeles,Palmdale Regional Medical Center,106196405,BPD,,"(34.5843754, -118.1443461)"
2011,Los Angeles,Palmdale Regional Medical Center,106196405,LAPBAND,15,"(34.5843754, -118.1443461)"
2011,Los Angeles,Palmdale Regional Medical Center,106196405,LAPRYBG,122,"(34.5843754, -118.1443461)"
2011,Los Angeles,Palmdale Regional Medical Center,106196405,OPENRYGB,,"(34.5843754, -118.1443461)"
2011,Los Angeles,Palmdale Regional Medical Center,106196405,VSG,124,"(34.5843754, -118.1443461)"
2011,Los Angeles,Providence Saint Joseph Medical Center,106190758,BPD,,"(34.1559, -118.32711)"
2011,Los Angeles,Providence Saint Joseph Medical Center,106190758,LAPBAND,68,"(34.1559, -118.32711)"
2011,Los Angeles,Providence Saint Joseph Medical Center,106190758,LAPRYBG,285,"(34.1559, -118.32711)"
2011,Los Angeles,Providence Saint Joseph Medical Center,106190758,OPENRYGB,5,"(34.1559, -118.32711)"
2011,Los Angeles,Providence Saint Joseph Medical Center,106190758,VSG,107,"(34.1559, -118.32711)"
2011,Los Angeles,Ronald Reagan UCLA Medical Center,106190796,BPD,,"(34.068889, -118.445)"
2011,Sonoma,Sonoma Valley Hospital,106491076,VSG,11,"(38.28841, -122.46524)"
2011,Los Angeles,Ronald Reagan UCLA Medical Center,106190796,LAPBAND,,"(34.068889, -118.445)"
2011,Los Angeles,Ronald Reagan UCLA Medical Center,106190796,LAPRYBG,36,"(34.068889, -118.445)"
2011,Los Angeles,Ronald Reagan UCLA Medical Center,106190796,OPENRYGB,,"(34.068889, -118.445)"
2011,Los Angeles,Ronald Reagan UCLA Medical Center,106190796,VSG,85,"(34.068889, -118.445)"
2011,Los Angeles,Saint Mary Medical Center – Long Beach,106190053,BPD,,"(33.7802376, -118.1866412)"
2011,Los Angeles,Saint Mary Medical Center – Long Beach,106190053,LAPBAND,22,"(33.7802376, -118.1866412)"
2011,Los Angeles,Saint Mary Medical Center – Long Beach,106190053,LAPRYBG,55,"(33.7802376, -118.1866412)"
2011,Los Angeles,Saint Mary Medical Center – Long Beach,106190053,OPENRYGB,4,"(33.7802376, -118.1866412)"
2011,Los Angeles,Saint Mary Medical Center – Long Beach,106190053,VSG,11,"(33.7802376, -118.1866412)"
2011,Los Angeles,Silver Lake Medical Center – Downtown Campus,106190661,BPD,,"(34.06879, -118.26324)"
2011,Los Angeles,Silver Lake Medical Center – Downtown Campus,106190661,LAPBAND,1,"(34.06879, -118.26324)"
2011,Los Angeles,Silver Lake Medical Center – Downtown Campus,106190661,LAPRYBG,1,"(34.06879, -118.26324)"
2011,Los Angeles,Silver Lake Medical Center – Downtown Campus,106190661,OPENRYGB,,"(34.06879, -118.26324)"
2011,Los Angeles,Silver Lake Medical Center – Downtown Campus,106190661,VSG,5,"(34.06879, -118.26324)"
2011,Los Angeles,Temple Community Hospital,106190784,BPD,,"(34.07534, -118.28366)"
2011,Los Angeles,Temple Community Hospital,106190784,LAPBAND,6,"(34.07534, -118.28366)"
2011,Los Angeles,Temple Community Hospital,106190784,LAPRYBG,12,"(34.07534, -118.28366)"
2011,Los Angeles,Temple Community Hospital,106190784,OPENRYGB,,"(34.07534, -118.28366)"
2011,Los Angeles,Temple Community Hospital,106190784,VSG,3,"(34.07534, -118.28366)"
2011,Los Angeles,Torrance Memorial Medical Center,106190422,BPD,,"(33.81258, -118.34388)"
2011,Los Angeles,Torrance Memorial Medical Center,106190422,LAPBAND,7,"(33.81258, -118.34388)"
2011,Los Angeles,Torrance Memorial Medical Center,106190422,LAPRYBG,148,"(33.81258, -118.34388)"
2011,Los Angeles,Torrance Memorial Medical Center,106190422,OPENRYGB,13,"(33.81258, -118.34388)"
2011,Los Angeles,Torrance Memorial Medical Center,106190422,VSG,86,"(33.81258, -118.34388)"
2011,Los Angeles,University of Southern California Verdugo Hills Hospital,106190818,BPD,24,"(34.20557, -118.2152)"
2011,Orange,Orange Coast Memorial Medical Center,106300225,LAPBAND,37,"(33.70162, -117.95524)"
2011,Los Angeles,University of Southern California Verdugo Hills Hospital,106190818,LAPBAND,,"(34.20557, -118.2152)"
2011,Los Angeles,University of Southern California Verdugo Hills Hospital,106190818,LAPRYBG,,"(34.20557, -118.2152)"
2011,Los Angeles,University of Southern California Verdugo Hills Hospital,106190818,OPENRYGB,,"(34.20557, -118.2152)"
2011,Los Angeles,University of Southern California Verdugo Hills Hospital,106190818,VSG,4,"(34.20557, -118.2152)"
2011,Los Angeles,West Hills Hospital and Medical Center,106190859,BPD,,"(34.20365, -118.6294)"
2011,Los Angeles,West Hills Hospital and Medical Center,106190859,LAPBAND,16,"(34.20365, -118.6294)"
2011,Los Angeles,West Hills Hospital and Medical Center,106190859,LAPRYBG,22,"(34.20365, -118.6294)"
2011,Los Angeles,West Hills Hospital and Medical Center,106190859,OPENRYGB,,"(34.20365, -118.6294)"
2011,Los Angeles,West Hills Hospital and Medical Center,106190859,VSG,17,"(34.20365, -118.6294)"
2011,Mendocino,Ukiah Valley Medical Center,106231396,BPD,,"(39.1528, -123.20363)"
2011,Mendocino,Ukiah Valley Medical Center,106231396,LAPBAND,1,"(39.1528, -123.20363)"
2011,Mendocino,Ukiah Valley Medical Center,106231396,LAPRYBG,,"(39.1528, -123.20363)"
2011,Mendocino,Ukiah Valley Medical Center,106231396,OPENRYGB,,"(39.1528, -123.20363)"
2011,Mendocino,Ukiah Valley Medical Center,106231396,VSG,,"(39.1528, -123.20363)"
2011,Monterey,Community Hospital of The Monterey Peninsula,106270744,BPD,,"(36.59827, -121.92488)"
2011,Monterey,Community Hospital of The Monterey Peninsula,106270744,LAPBAND,27,"(36.59827, -121.92488)"
2011,Monterey,Community Hospital of The Monterey Peninsula,106270744,LAPRYBG,45,"(36.59827, -121.92488)"
2011,Monterey,Community Hospital of The Monterey Peninsula,106270744,OPENRYGB,,"(36.59827, -121.92488)"
2011,Monterey,Community Hospital of The Monterey Peninsula,106270744,VSG,15,"(36.59827, -121.92488)"
2011,Monterey,Natividad Medical Center,106274043,BPD,,"(36.69686, -121.6297)"
2011,Monterey,Natividad Medical Center,106274043,LAPBAND,46,"(36.69686, -121.6297)"
2011,Monterey,Natividad Medical Center,106274043,LAPRYBG,17,"(36.69686, -121.6297)"
2011,Monterey,Natividad Medical Center,106274043,OPENRYGB,,"(36.69686, -121.6297)"
2011,Monterey,Natividad Medical Center,106274043,VSG,30,"(36.69686, -121.6297)"
2011,Orange,Chapman Medical Center,106301140,BPD,,"(33.78785, -117.82586)"
2011,Orange,Chapman Medical Center,106301140,LAPBAND,13,"(33.78785, -117.82586)"
2011,Orange,Chapman Medical Center,106301140,OPENRYGB,1,"(33.78785, -117.82586)"
2011,Orange,Chapman Medical Center,106301140,VSG,39,"(33.78785, -117.82586)"
2011,Orange,Fountain Valley Regional Hospital and Medical Center – Euclid,106301175,BPD,,"(33.71546, -117.93694)"
2011,Orange,Fountain Valley Regional Hospital and Medical Center – Euclid,106301175,LAPBAND,12,"(33.71546, -117.93694)"
2011,Orange,Fountain Valley Regional Hospital and Medical Center – Euclid,106301175,LAPRYBG,290,"(33.71546, -117.93694)"
2011,Orange,Fountain Valley Regional Hospital and Medical Center – Euclid,106301175,OPENRYGB,6,"(33.71546, -117.93694)"
2011,Orange,Fountain Valley Regional Hospital and Medical Center – Euclid,106301175,VSG,243,"(33.71546, -117.93694)"
2011,Orange,Orange Coast Memorial Medical Center,106300225,BPD,,"(33.70162, -117.95524)"
2011,Orange,Orange Coast Memorial Medical Center,106300225,LAPRYBG,262,"(33.70162, -117.95524)"
2011,Orange,Orange Coast Memorial Medical Center,106300225,OPENRYGB,11,"(33.70162, -117.95524)"
2011,Orange,Orange Coast Memorial Medical Center,106300225,VSG,49,"(33.70162, -117.95524)"
2011,Orange,Placentia Linda Hospital,106301297,BPD,,"(33.88704521, -117.8431129)"
2011,Orange,Placentia Linda Hospital,106301297,LAPBAND,2,"(33.88704521, -117.8431129)"
2011,Orange,Placentia Linda Hospital,106301297,LAPRYBG,2,"(33.88704521, -117.8431129)"
2011,Orange,Placentia Linda Hospital,106301297,OPENRYGB,,"(33.88704521, -117.8431129)"
2011,Orange,Placentia Linda Hospital,106301297,VSG,10,"(33.88704521, -117.8431129)"
2011,Orange,Saint Joseph Hospital – Orange,106301340,BPD,,"(33.7823, -117.86516)"
2011,Orange,Saint Joseph Hospital – Orange,106301340,LAPBAND,16,"(33.7823, -117.86516)"
2011,Orange,Saint Joseph Hospital – Orange,106301340,LAPRYBG,25,"(33.7823, -117.86516)"
2011,Orange,Saint Joseph Hospital – Orange,106301340,OPENRYGB,1,"(33.7823, -117.86516)"
2011,Orange,Saint Joseph Hospital – Orange,106301340,VSG,15,"(33.7823, -117.86516)"
2011,Orange,UC Irvine Medical Center,106301279,BPD,,"(33.7889, -117.89064)"
2011,Orange,UC Irvine Medical Center,106301279,LAPBAND,8,"(33.7889, -117.89064)"
2011,Orange,UC Irvine Medical Center,106301279,LAPRYBG,11,"(33.7889, -117.89064)"
2011,Orange,UC Irvine Medical Center,106301279,OPENRYGB,,"(33.7889, -117.89064)"
2011,Orange,UC Irvine Medical Center,106301279,VSG,60,"(33.7889, -117.89064)"
2011,Placer,Sutter Auburn Faith Hospital,106310791,BPD,,"(38.94452, -121.0982)"
2011,Placer,Sutter Auburn Faith Hospital,106310791,LAPBAND,1,"(38.94452, -121.0982)"
2011,Placer,Sutter Auburn Faith Hospital,106310791,LAPRYBG,21,"(38.94452, -121.0982)"
2011,Placer,Sutter Auburn Faith Hospital,106310791,OPENRYGB,,"(38.94452, -121.0982)"
2011,Placer,Sutter Auburn Faith Hospital,106310791,VSG,,"(38.94452, -121.0982)"
2011,Placer,Sutter Roseville Medical Center,106311000,BPD,,"(38.76439, -121.25055)"
2011,Placer,Sutter Roseville Medical Center,106311000,LAPRYBG,48,"(38.76439, -121.25055)"
2011,Placer,Sutter Roseville Medical Center,106311000,OPENRYGB,,"(38.76439, -121.25055)"
2011,Placer,Sutter Roseville Medical Center,106311000,VSG,,"(38.76439, -121.25055)"
2011,Riverside,Corona Regional Medical Center – Main,106331152,BPD,,"(33.8733354, -117.5668015)"
2011,Riverside,Corona Regional Medical Center – Main,106331152,LAPBAND,1,"(33.8733354, -117.5668015)"
2011,Riverside,Corona Regional Medical Center – Main,106331152,LAPRYBG,,"(33.8733354, -117.5668015)"
2011,Riverside,Corona Regional Medical Center – Main,106331152,OPENRYGB,,"(33.8733354, -117.5668015)"
2011,Riverside,Corona Regional Medical Center – Main,106331152,VSG,2,"(33.8733354, -117.5668015)"
2011,Riverside,Desert Regional Medical Center,106331164,BPD,,"(33.83932, -116.54549)"
2011,Riverside,Desert Regional Medical Center,106331164,LAPBAND,52,"(33.83932, -116.54549)"
2011,Riverside,Desert Regional Medical Center,106331164,LAPRYBG,52,"(33.83932, -116.54549)"
2011,Riverside,Desert Regional Medical Center,106331164,OPENRYGB,1,"(33.83932, -116.54549)"
2011,Riverside,Desert Regional Medical Center,106331164,VSG,43,"(33.83932, -116.54549)"
2011,Riverside,Eisenhower Medical Center,106331168,BPD,,"(33.76418, -116.40808)"
2011,Riverside,Eisenhower Medical Center,106331168,LAPBAND,17,"(33.76418, -116.40808)"
2011,Riverside,Eisenhower Medical Center,106331168,LAPRYBG,22,"(33.76418, -116.40808)"
2011,Riverside,Eisenhower Medical Center,106331168,OPENRYGB,1,"(33.76418, -116.40808)"
2011,Riverside,Eisenhower Medical Center,106331168,VSG,3,"(33.76418, -116.40808)"
2011,Riverside,Parkview Community Hospital Medical Center,106331293,BPD,,"(33.92573, -117.43996)"
2011,Riverside,Parkview Community Hospital Medical Center,106331293,LAPBAND,162,"(33.92573, -117.43996)"
2011,Riverside,Parkview Community Hospital Medical Center,106331293,LAPRYBG,125,"(33.92573, -117.43996)"
2011,Riverside,Parkview Community Hospital Medical Center,106331293,OPENRYGB,3,"(33.92573, -117.43996)"
2011,Riverside,Parkview Community Hospital Medical Center,106331293,VSG,6,"(33.92573, -117.43996)"
2011,Riverside,Riverside Community Hospital,106331312,BPD,,"(33.97641, -117.37997)"
2011,Riverside,Riverside Community Hospital,106331312,LAPBAND,5,"(33.97641, -117.37997)"
2011,Riverside,Riverside Community Hospital,106331312,LAPRYBG,7,"(33.97641, -117.37997)"
2011,Riverside,Riverside Community Hospital,106331312,OPENRYGB,2,"(33.97641, -117.37997)"
2011,Riverside,Riverside Community Hospital,106331312,VSG,2,"(33.97641, -117.37997)"
2011,Riverside,Southwest Healthcare System – Murrieta,106334068,BPD,1,"(33.55788, -117.18488)"
2011,Riverside,Southwest Healthcare System – Murrieta,106334068,LAPBAND,20,"(33.55788, -117.18488)"
2011,Riverside,Southwest Healthcare System – Murrieta,106334068,LAPRYBG,472,"(33.55788, -117.18488)"
2011,Riverside,Southwest Healthcare System – Murrieta,106334068,OPENRYGB,,"(33.55788, -117.18488)"
2011,Riverside,Southwest Healthcare System – Murrieta,106334068,VSG,154,"(33.55788, -117.18488)"
2011,Sacramento,Mercy San Juan Hospital,106340950,BPD,,"(38.66818, -121.31261)"
2011,Sacramento,Mercy San Juan Hospital,106340950,LAPBAND,4,"(38.66818, -121.31261)"
2011,Sacramento,Mercy San Juan Hospital,106340950,LAPRYBG,80,"(38.66818, -121.31261)"
2011,Sacramento,Mercy San Juan Hospital,106340950,OPENRYGB,2,"(38.66818, -121.31261)"
2011,Sacramento,Mercy San Juan Hospital,106340950,VSG,,"(38.66818, -121.31261)"
2011,Sacramento,Methodist Hospital of Sacramento,106340951,BPD,,"(38.46416, -121.41744)"
2011,Sacramento,Methodist Hospital of Sacramento,106340951,LAPBAND,4,"(38.46416, -121.41744)"
2011,Sacramento,Methodist Hospital of Sacramento,106340951,LAPRYBG,86,"(38.46416, -121.41744)"
2011,Sacramento,Methodist Hospital of Sacramento,106340951,OPENRYGB,2,"(38.46416, -121.41744)"
2011,Sacramento,Methodist Hospital of Sacramento,106340951,VSG,34,"(38.46416, -121.41744)"
2011,Sacramento,Sutter General Hospital,106341051,BPD,,"(38.57176, -121.47008)"
2011,Sacramento,Sutter General Hospital,106341051,LAPBAND,7,"(38.57176, -121.47008)"
2011,Sacramento,Sutter General Hospital,106341051,LAPRYBG,78,"(38.57176, -121.47008)"
2011,Sacramento,Sutter General Hospital,106341051,OPENRYGB,4,"(38.57176, -121.47008)"
2011,Sacramento,Sutter General Hospital,106341051,VSG,30,"(38.57176, -121.47008)"
2011,Sacramento,UC Davis Medical Center,106341006,BPD,,"(38.55438, -121.45738)"
